id_dom;AP;peso;munic;sexo;sexo_h;sexo_m;idade;cor;brancos;amarelos;pretos;pardos;indigena;educ;superior;medio_com_sup_incomp;medio_incomp;rendaTotal;rendaTotalSM;rendaDom;rendaDomSm;deflator
v0300;v0011;v0010;v0002;v0601;1;2;v6036;v0606;1;3;2;4;5;v6400;4;3;2;v6527;v6528;v6531;v6532;1
